,id,M,A,stage,zscore,p.value,fdr
200,RLTR12D,0.309063043405065,10.6668888726191,8cell,6.11656974669941,9.56110508164811e-10,1.79700262528228e-09
201,RMER16B3,0.872148610202435,7.63056998877688,8cell,6.02585094593602,1.68222164262345e-09,3.15505282762077e-09
202,BGLII_C,1.04640789749995,7.08707273388025,8cell,5.98857480075389,2.11687778053646e-09,3.94529213185936e-09
203,MMTV-int,0.753181457897134,8.03474586257124,8cell,5.98636239885225,2.14585964391651e-09,3.99093979799536e-09
204,LTR9A1,2.34453832207371,4.75686379797622,8cell,5.9833826439214,2.18550520051469e-09,4.05618814876317e-09
205,MLT1N2-int,3.42582420580343,3.64270110943112,8cell,5.94232091459234,2.81014588650513e-09,5.20462436063138e-09
206,MLTR31D_MM,0.425940311640216,9.6337522629095,8cell,5.89243178439354,3.80553212339418e-09,6.98991334235005e-09
207,RLTR30E_MM,0.394094579494739,9.80405791122561,8cell,5.78337468106079,7.3216736539491e-09,1.33380489310671e-08
208,X9_LINE,0.461301478961812,9.34401926718767,8cell,5.77190713219359,7.83793126681788e-09,1.4220246726941e-08
209,LTR33C,0.524433491336814,8.96561691262144,8cell,5.75529283752772,8.64917299723771e-09,1.55965817333556e-08
210,ORR1D1-int,0.178770153370931,12.054668890096,8cell,5.72370237497692,1.04227277144725e-08,1.86810583430767e-08
211,RMER16C,0.568123274417998,8.65667625307808,8cell,5.60167539994314,2.12289821862753e-08,3.77451303271975e-08
212,MER21B,0.186734655112584,11.8304308537208,8cell,5.53154653211676,3.17419631535556e-08,5.62123610428504e-08
213,MRLTR33,0.323795590460833,10.2419123159708,8cell,5.53044671080089,3.19416323319435e-08,5.64535012785245e-08
214,RMER21A,0.233435049268797,11.1785962454593,8cell,5.51641519467536,3.45984325371225e-08,6.09069436148553e-08
215,RLTR44D,0.648350820927808,8.20249591980168,8cell,5.46163703209209,4.71763884097919e-08,8.25586797171358e-08
216,AmnSINE2,0.457494940754846,9.1740312276214,8cell,5.39677049779749,6.78510874837974e-08,1.18506123326318e-07
217,RLTR46A,0.740752477915961,7.77784877266714,8cell,5.38603275608419,7.20298413589494e-08,1.2531218976146e-07
218,ORR1B1,0.0582918755916192,15.0253279757051,8cell,5.23065601567372,1.689095540155e-07,2.91573967999572e-07
219,RLTR28,0.141406584787467,12.46638392599,8cell,5.22206233813622,1.76941379360925e-07,3.0484667878268e-07
220,LTR65,0.615760104860136,8.21852652441783,8cell,5.21599555725607,1.82832557471806e-07,3.14387124937012e-07
221,L2b,0.0713654171445027,14.4200969545565,8cell,5.19000438170881,2.1028913204709e-07,3.60206239672183e-07
222,LTR41B,0.454027812270565,8.97656394575335,8cell,5.00157993701086,5.68623806317297e-07,9.53785969464296e-07
223,RLTR12C,0.35907392468899,9.64920135915782,8cell,4.99407588118717,5.91181523003945e-07,9.89755883145964e-07
224,LTR75B,0.878049416114339,7.0283188575566,8cell,4.92377282652674,8.48913816344386e-07,1.41857966678601e-06
225,RLTR20A,0.391399528631239,9.33955962158361,8cell,4.88971461432309,1.00982272427859e-06,1.67800448950218e-06
226,RLTR19A2,0.767583074603519,7.39438465160448,8cell,4.88656181399646,1.02612120893232e-06,1.70190625884484e-06
227,RLTR9F,0.282788958593125,10.2443515786157,8cell,4.83413647258546,1.33724828021675e-06,2.20559131931853e-06
228,MER74C,0.664809341723099,7.66025926231635,8cell,4.64080956967667,3.4704683787253e-06,5.67140880273307e-06
229,RMER17C-int,0.148142352757789,11.9900166050556,8cell,4.63796353343532,3.51858845991809e-06,5.73949567131594e-06
230,RLTR30D_RN,0.810776447497083,7.03072778903137,8cell,4.55032856256115,5.3562212252927e-06,8.64188869198768e-06
231,X5B_LINE,1.05404354741459,6.25488750216347,8cell,4.52088823626472,6.15806956406004e-06,9.89968145108386e-06
232,BGLII,0.13827983292826,12.1118644344838,8cell,4.51598246811775,6.30238787389349e-06,1.01133985918616e-05
233,RLTR11B,0.181064213915055,11.3198781234368,8cell,4.49357637787672,7.00368854856098e-06,1.12185209363436e-05
234,MER31-int,0.622470242805949,7.69667846859419,8cell,4.40044851163873,1.08027359012732e-05,1.71187740039784e-05
235,MLTR31F_MM,0.283639869525256,9.95683843371905,8cell,4.38879609827757,1.13979871112117e-05,1.8029911996205e-05
236,MURVY-LTR,0.158266446059758,11.6366125954422,8cell,4.38360150105837,1.16733221958635e-05,1.84326526325446e-05
237,IAPEY5_LTR,0.383396251234353,9.06813761625661,8cell,4.3596971898805,1.30242544540582e-05,2.04930304595712e-05
238,L1P5,0.731974894999817,7.16293379028771,8cell,4.30067864834847,1.70275834925605e-05,2.66037288662325e-05
239,MER67B,0.420974015189102,8.73883170786912,8cell,4.2706760598413,1.94881304291862e-05,3.0394645529029e-05
240,LTR109A2,1.16434873081722,5.76324961956828,8cell,4.21161908405881,2.53546832275523e-05,3.90646679190538e-05
241,RLTR13A3,0.289944073803498,9.77259631360021,8cell,4.20881050386708,2.56718568988365e-05,3.94849148495945e-05
242,LTR90A,0.727492232487878,7.09158506052107,8cell,4.16994195498004,3.04677228991207e-05,4.67803206516723e-05
243,RLTR1E_MM,0.646090817648542,7.41984794498391,8cell,4.14958082702275,3.33084661004645e-05,5.10538385574361e-05
244,MLTR31E_MM,0.419154595331102,8.65029693561024,8cell,4.1237220013271,3.72798803874192e-05,5.684702172284e-05
245,FAM,0.765802019768333,6.83266795859259,8cell,4.01279443972425,6.00041628794682e-05,9.07205795915769e-05
246,RLTR12B2,0.587643530557796,7.55293379836032,8cell,3.95235807845287,7.7384825738877e-05,0.000116404585586906
247,RLTR18,0.198010036882604,10.6813657523675,8cell,3.93846775183788,8.20036129365553e-05,0.000122747579457839
248,ERVB4_1-I_MM,0.168787604908172,11.1089161503724,8cell,3.89351535885597,9.88019438523479e-05,0.000147127182721503
249,IAPEY3_LTR,0.205297038118434,10.5405765612412,8cell,3.88892525079528,0.000100689121069971,0.000149436775678138
250,RLTR13D3A1,0.194534990887675,10.6827255030443,8cell,3.87117232406499,0.000108313185178207,0.000159685607999048
251,RLTR13D3A,0.343473871855971,9.04010168448753,8cell,3.86796188600723,0.000109748813389857,0.000161534263416528
252,ORR1B2-int,0.156133725662113,11.3075659314541,8cell,3.85835986676699,0.000114150487075369,0.000167458387805286
253,ORR1A4,0.059264979667473,14.0789217642767,8cell,3.82874697424177,0.000128797339639745,0.000188323741677193
254,RLTR26_Mus,0.119053365111728,12.045561945507,8cell,3.79972854924268,0.000144854668051197,0.00021110786868445
255,CR1-L3A_Croc,0.903835883820484,6.10852445677817,8cell,3.68489275118554,0.000228798962747428,0.000330198503055947
256,MER92D,0.770202664093994,6.53882512426482,8cell,3.64508242388835,0.000267306116718189,0.000383282480262049
257,RLTR31A_Mm,0.328116775204176,8.97576188907189,8cell,3.61353666692661,0.000302048617691687,0.000430322469756266
258,LTR16D2,0.699366388450379,6.72069401467334,8cell,3.52517982676724,0.000423195404809863,0.000600033038079694
259,LTRIS4A,0.283995324473503,9.27255011112105,8cell,3.46647463381963,0.000527331490040327,0.000744123324834684
260,MamGyp-int,0.684986896350053,6.64270110943112,8cell,3.36062147434158,0.000777673248372009,0.0010904598072598
261,RLTR31_Mur,0.225067982410347,9.85018514419863,8cell,3.35612294601337,0.000790434213950261,0.00110660789953036
262,RMER21B,0.130050855172731,11.403379427242,8cell,3.32233332513415,0.000892679852804888,0.00124778677538293
263,MER65-int,0.82506789421047,5.97655257529567,8cell,3.21337286822523,0.00131185860291974,0.00181941076130367
264,MLT1A-int,0.496374351327585,7.4136217255118,8cell,3.18114043230284,0.00146696500235746,0.00203135807958845
265,RLTR17C_Mm,0.301674966492515,8.74817724428231,8cell,3.07034585737429,0.00213811019877111,0.00292878269138292
266,BGLII_Mus,0.181748844214229,10.163537265897,8cell,3.02108787445222,0.00251868252256784,0.00342895675737031
