,oocyte,2cell,4cell,8cell,morula
MLT1B,0.920647576649074,-7.59703281503146,-32.0574473798145,-46.9717575864786,-47.9828659860416
RLTR25A,-3.98959554655129,0.416475352732339,23.7309708299082,38.5226894797092,46.1592430335117
ERVB4_2-LTR_MM,6.10294936447812,15.3220125818297,46.2020984579213,55.9830875313991,48.8630189475107
MLT1D,3.12139279732286,-4.08473901106719,-33.6889372564478,-40.9891580239014,-44.5237176612747
MLT1A0,-0.389662721668662,-14.5382331297712,-35.584669811174,-50.0000693960012,-49.6084032321875
MMERGLN_LTR,8.85385841973507,10.9361582272889,39.4109439102542,54.240410348585,51.6236005903986
ORR1G,3.15047655507495,-3.77546874199389,-25.3657989627913,-39.0806265175826,-47.0979668653559
RMER15-int,11.8635748629682,0.193363716094183,-26.1387069589724,-30.2504538214584,-39.1640298541896
ORR1F,-0.402014058484324,-13.3169031829627,-41.6783356053026,-44.2539314559051,-49.1578772784245
ERVB4_2-I_MM,-12.9322300455233,-0.850313533333383,28.6033767520138,32.0747743596968,33.9447948182505
MERV1_LTR,-4.21514143036627,-7.1123508361952,12.5785422464818,30.2390550606511,41.7250773006481
RMER2,28.7633025566071,17.275942732703,-12.1636873468107,-12.1901257687552,-19.6411134331316
PB1,3.96652014499982,32.7229965698028,53.7755847664893,57.0314487830336,40.1845897059106
MLT1A1,0.611342579176625,-9.11230346810567,-21.2803940501332,-45.1638312866762,-46.6292035695176
RLTR20A4,7.57154639347044,1.06282366460788,-6.43235851027229,-41.2176671199946,-29.974508533593
RLTR13B3,5.51056422375586,-2.83514993722439,17.2820533919397,35.0322788638583,47.3865496457069
BGLII,40.7399390710852,13.8883215020335,-15.9048690578105,4.51598246811775,18.5241876976004
LTRIS3,0.292809924296341,-1.51788191397337,0.357392268388812,27.2314267729616,43.4111727180509
L1_Mur1,-24.2287515746893,-54.3370730890233,-59.7554939022643,-80.5088103742128,-61.0166546908787
ORR1A4-int,-6.30050294516561,19.7132247050775,48.3641934403949,26.543782346114,9.4348213505031
Lx10,-9.36888430822651,-42.2170365155723,-44.0926627737561,-62.4704926660044,-53.2742781778631
MMERGLN-int,-21.0006063483713,-19.1912935586114,-16.4230954921892,21.7081882054348,12.1279011814951
L1_Mm,-18.1978734953482,-42.1039035141064,-46.6157351974668,-69.1804629102476,-62.8349183620519
RLTR31D_MM,5.13906665225275,21.3256356607163,5.58634826481894,-20.8044840122514,-26.3184089676919
MTD-int,8.99948639801375,-10.3049728818597,-35.3496446627374,-32.6360733877379,-36.2568727283674
IAPEY2_LTR,-21.0892815280134,-13.6998241606517,20.2938520877733,20.2284980816318,14.2918139832753
ORR1B1,-1.00982401731092,-17.8717493929293,7.73742401328475,5.23065601567372,36.5669970343425
Lx8b,-19.7047487318861,-64.3785551997517,-62.5336231912199,-65.9148132159663,-59.2931197250785
IAPEy-int,-43.8735527743075,-56.5384136916651,-17.6876379663028,-20.5245132473651,-10.3277839173226
RMER19A,18.3846277280307,3.83093885212609,-14.766116506762,-15.0518938760545,-32.2287599701576
ORR1E,-5.40971401584065,-21.44155956948,-48.2002581279439,-46.2844201224672,-47.7495254892151
IAPLTR2a2_Mm,-2.52670176317009,15.8222702194101,50.2153680389803,30.6787629368155,20.9064209871624
Lx2A1,-10.234771380301,-14.5118627838238,-43.6007942228162,-50.5773612740572,-46.6377006012595
Lx2B,-19.5140031833574,-36.1336972402261,-58.1471106421145,-63.0483011274416,-60.783006661365
MMVL30-int,-1.18184568574045,14.0939407414186,11.5854782770272,42.6387790415374,38.6401280981527
IAPLTR2b,-15.8304518103368,-8.72280251952325,25.0751662555166,11.0648238850101,22.6750875220402
RMER3D-int,22.7408819956123,-16.099243025949,-25.3763905205158,-12.9411527854448,-11.3852245197368
MLTR11B,12.3057133277228,1.16496606128791,-17.0535998688947,-23.2772860375738,-32.6144918536491
RLTR10A,38.2558643308142,-7.64290589725616,0.934224593617555,-1.69646016919014,4.01407392677633
RodERV21-int,2.54111645312689,0.138946917004873,-32.0767506453769,-24.8148747441026,-35.7509026965125
RLTR13D6,32.1982269388132,4.0234990356439,-11.6740812832475,-12.2718826207994,5.7701642751629
RLTR25B,-10.9200958102624,2.83307776564279,10.4486389753167,24.2809962056389,35.1507907485451
L1MA4,-13.7003690139165,-27.2401427044162,-40.751961183758,-51.163943869178,-57.685187866164
RMER17A,-14.458686924342,5.99315178514492,-35.7215106828726,-36.7200058748675,-26.0693343638715
RLTR13D3,-3.92140294683205,-7.81496072944983,-2.75058981888984,18.0186960264599,33.2607547263161
MLT1A,-2.652528206571,-7.89582312729158,-22.8444996365452,-36.2418216985654,-43.5630495452327
IAPLTR3-int,-50.2909548622382,-28.4500752253324,-8.18768897374465,-25.6998118183488,-7.94995855664105
L1_Mur2,-41.7880001406837,-84.1473876740849,-78.8466475787589,-71.9447867556781,-55.6767579658365
MTE-int,-2.93662362560922,-11.5682937921685,-28.7043538614334,-33.118239969801,-46.0449778360202
L1MC1,-2.56728599486392,-20.7982269696237,-33.0428697016991,-37.637675881374,-47.0646000602112
MERVL_2A-int,0.737833960457603,5.19729129986324,-24.2737499172088,-25.2456903402637,-32.4247206891176
MuRRS-int,21.8236372189301,-1.17045786439913,-22.5296983929332,-9.07563888310123,-13.1984616377822
RLTR9D,10.1024655390657,16.1378505889079,37.397300552788,47.2710793164451,43.2968741235523
RLTR1D2_MM,-7.42763652461216,-2.19862320407575,9.24763423526075,28.9428011956927,27.2679627194361
Lx2A,-8.57261567505084,-12.9775533581799,-32.5508971244668,-47.0915620852092,-37.1084270574115
L1MC3,-6.266715694701,-18.675703570854,-30.4644571119429,-36.9245094389104,-48.2813465686521
MT2A,8.45027193094291,1.93113636794712,-20.0763236931889,-18.1249823703149,-29.8601691320989
MLTR11A,15.6046406228429,0.834580133670594,-18.8042071101616,-16.9940527433966,-21.908743656957
L1MB3,-3.20387126796916,-4.65228486391574,-26.2891722395017,-28.8986930948468,-39.5300291313524
MusHAL1,-7.1953665089274,-32.0821319969017,-44.4796143815183,-37.3718720199236,-47.0444569267616
MMERVK9E_I-int,24.6119440769101,-0.921645110603382,-18.4683632125065,6.5349706854936,9.81470379708954
RLTR20C1_MM,6.83598829607462,-1.49390392480892,-0.391085728735973,-27.8808009805832,-22.6207228031321
MTEa,-5.21423323885576,-14.4610262862584,-40.2533572019079,-33.4876785714553,-35.8603515193969
RLTR1A2_MM,-8.91774498728049,-22.1927072893234,-5.81939155234539,6.55707444678486,17.0450858860771
RMER17B2,-4.32206387178191,23.2566406536818,-5.83815733588431,-8.44454421248647,-16.0914842671503
RLTR13E,-1.48704762264993,-5.72611664264052,-11.8621663493768,15.7179314345661,23.4397056881652
MLT2B1,6.16054208506687,-1.18855567703752,-15.4353986694669,-25.2901649798772,-27.9934547732178
L1MA6,-6.34756192763465,-26.8000367097143,-32.8836573909514,-39.7039084952191,-44.5639259544072
RLTR6B_Mm,-26.8902374222986,-14.9616647522659,1.35132187306497,-0.471668295634765,10.6839042648175
ERV3-16A3_I-int,13.8124148177304,3.9945675771319,-11.0633087981626,-15.9997615704809,-22.1651650699946
IAPLTR4_I,-22.7078570667164,-9.4060406857627,4.653960536383,7.83871796703298,13.3299738383241
L1MEc,-5.89540590162763,-17.8854528211689,-28.9005455854349,-31.3322731208373,-44.2804795065487
ORR1A4,-6.56975111667341,-11.1372607618384,3.54289921622021,3.82874697424177,26.1571723064456
L1VL1,-16.5804619198207,-23.7016137900997,-40.975012500241,-39.9645623897263,-51.5255848961423
MLT2B4,4.07691284119561,-2.41557244527782,-13.3429242977752,-25.1379473093687,-28.7124153215334
RMER16-int,-8.9139393285086,-27.5960202323123,-19.5719286628161,2.97082121644132,5.00486290649527
RLTR11A2,8.14966309451033,2.69469260933758,-19.2462703190019,-21.1023364132672,-19.4523786662933
IAPEY4_I-int,-26.1440656282773,-27.537021481431,-7.47616310917856,-0.422884006940959,1.68198877602785
MLT2B3,3.43751548547864,2.81589415179533,-11.6404237133393,-23.5085778264819,-25.8491928366011
LTR33,6.29439501300387,9.36856043201105,-7.11834248001168,-18.1390681222289,-21.4663369033169
MTB_Mm-int,20.5410527362371,-0.546634139576529,-12.1600354661368,-7.42275562519027,-13.5657603612801
L1ME1,-5.69546694497974,-20.6208493987955,-30.0099967068036,-31.0891602412422,-43.0277191753691
RLTR41,5.26195983861832,6.33313427246173,0.464655864152623,23.3410590917195,32.9766500722461
RLTR10B2,-2.32505909335086,-17.3034550179196,8.95598672964496,-4.58434890833442,18.1320777334723
RMER12B,10.8675952719012,11.374609391939,-2.63873480239836,28.469355205051,29.3869386501084
MTEb,-10.2366440161259,-11.9216426046084,-28.7424808684801,-34.8286576521912,-39.9062705136359
MIR3,5.87418221317385,17.8238831220268,35.3705326876691,38.920979832802,24.3963201297717
ORR1B1-int,-11.7293657845056,0.615939617978748,23.0586208104054,14.1906932981626,4.66522214605873
L1MB7,-5.98001072679748,-10.1332379084863,-22.7582445752972,-29.2489219882983,-37.8607451451719
LTR16C,4.50753933518228,3.69159334491301,-10.8232876120679,-19.7616789177385,-23.8274201025403
L1MC4,-1.9535915662369,-8.41839246989252,-15.1255429163608,-24.5530865635699,-34.9102145356014
L1_Rod,-22.1113925051823,-45.7998320364062,-46.3471321503297,-56.5838620319529,-48.4504638703417
RMER10A,22.0983110526686,49.2495985011677,16.0912528735706,35.3593674328302,34.1498609948625
MLT1F2,1.50481514373428,3.40705085760221,-16.821714915682,-22.5855788095051,-22.4138613853311
RLTR13D5,11.784907935681,-3.81160657584941,-11.1786843400265,-5.34614410862166,19.2528591210849
RMER17D2,-12.4933744801661,13.67797093463,-16.2048215843813,-17.6272204737764,-6.63214873000576
BGLII_B,5.89940620471345,11.0462040547028,-8.92963110659684,-16.5287067725414,-16.1742893082327
RLTR23,3.95566430506195,6.69481089213202,7.55383110183932,27.7900197098747,29.8790391607791
RLTR10E,7.74965644001651,-3.50911101033879,18.6671781459696,14.2791294098257,29.9138731702143
MTE2b,3.03584811840222,-12.7378169606334,-24.9778129627401,-24.1509775315717,-25.871608952238
RLTR22_Mur,-7.19588754405106,-26.589942538987,-3.99424372420219,6.77206319282545,-1.57709874306327
L3,-4.81280581440016,-8.26752349874014,-9.213752689607,-25.6848512394515,-32.7040554475015
MTE2a,-2.97090878174992,-15.5480836808854,-31.3051874208541,-28.2000524765088,-30.269920914065
LTR16A,4.72902300670987,3.26991444706928,-8.8702298150575,-17.9629568181692,-22.250478042069
RLTR10F,11.7271426843891,-4.06100087913801,19.0176610367808,7.25435878075187,27.9492201477848
MLT1G1,6.3233552554839,4.23760455909132,-6.13297504985024,-15.1841837869712,-21.5130316421689
MLT2B2,0.208021428610123,-4.21699841917202,-13.2446195269323,-22.9088791409508,-28.2149302428129
ORR1E-int,-4.14835339174012,-6.22927681282468,-24.8816085384835,-25.59833104016,-29.9805562355579
RMER6C,5.8741187723343,10.6307420526562,16.3880959927137,0.348027685989587,-15.0716145012406
IAPEY3_LTR,-16.3049281700884,-9.57961810992175,11.0263125751378,3.88892525079528,8.78011299288915
IAP-d-int,-2.76509203014606,-32.0746315465338,-21.5426489426277,-29.6816991384984,-15.1244260755843
RMER6B,7.78225519043738,26.0215007189479,39.6262770748075,30.7256191550143,20.9793091093497
RMER19C,-4.2271042004406,-16.6979073643714,-26.0907756104902,-25.646296012188,-35.5983305034802
RMER17C2,6.91672022728099,27.3916612708079,2.63578407877705,-3.17962720248013,2.75106168464032
MLTR14,11.2366260378261,13.7280858384212,-14.1928880874734,-2.89310594052727,-5.53570938956628
MLT1G3,5.06070401366335,6.86198754975735,-5.13258013422628,-15.5503372146513,-19.2225830745723
RMER19B2,-4.42715728387409,-21.3775185690529,-28.1799659024402,-24.4836861397503,-36.2497263451331
MLT1I,0.694326471441976,0.401728897726056,-9.73847642331699,-19.9725500640005,-25.225466103499
RLTR11C_MM,7.68438483610261,12.1272328359355,-4.09085320389271,-9.29587278520628,-15.9050296648577
RLTR26_Mus,4.94426396549194,25.9242679849357,-0.340998146716005,3.79972854924268,-3.65968045588546
RLTR13D2,1.90161822734753,-4.6981418045312,-5.8691354691327,7.82916690314311,22.1526087628906
MURVY-LTR,2.03767457788354,-20.8828900379112,-1.87849644777711,4.38360150105837,8.03754753477437
RMER16A3,2.60243323140549,-8.08684968497003,4.00458546463584,13.9819722362728,21.4162792259902
MIR1_Amn,2.34777974182463,10.1066064974315,24.7525089551719,7.45048480655786,-5.93991604217969
MLT1L,6.86155674391061,4.75309875781735,-4.79900442377664,-14.7131662458926,-18.3333545686246
RLTR22_Mus,17.9851166915992,-7.51212423569222,-8.11816319158133,-6.27599922623092,-4.80091732420669
RMER15,5.87117345536683,-4.0113828855581,-17.8745128086967,-15.0813621086568,-20.8384148785138
RLTR13A2,-1.52895204781235,-8.80683603306758,-9.89703811577174,1.80179484966774,17.6299064970422
MIRc,7.77374323130085,13.7364107025126,35.203853913201,28.4397805581656,18.4001329911093
ERVL-E-int,4.49632933765975,-1.71859709369015,-10.7346390059029,-17.1776602382291,-22.6814949238986
ID,13.9890512564129,23.482833185952,44.2117707802468,27.4664552389192,23.4369715983667
RLTR17D_Mm,4.09529865241522,-22.5290260306157,-18.6770892267921,-20.8215734673569,-19.5697465174824
RMER4B,13.3653799877416,3.72821545232802,-10.2562264497701,-5.84433653999008,-13.4958217211833
LTRIS4,-1.75706414459779,0.51810920527951,17.6121515653046,20.6147332746285,19.5240331120251
ERVB4_1-I_MM,16.513779294166,22.5052934804237,4.16754498104721,3.89351535885597,-4.70088783537002
MERV1_I-int,-8.04624276925981,-7.86435092324293,-33.6522153286818,-23.0949686105915,-19.6639385572906
MLT1H,3.0567490668318,0.933933893804387,-7.18020703859823,-14.1879127119845,-22.967062321984
RMER16B2,2.04647455997772,7.0270802898258,16.6965607843884,24.6463050767539,26.6812724504091
ERVB2_1A-I_MM,-3.88761273757842,-1.96413080369423,-2.83193655100731,13.6351281634487,18.9616059185319
RLTR47_MM,-4.33119845310316,3.78638190514338,18.3638718998544,20.5453985411183,15.8270420354412
RMER10B,14.9686520024382,32.5663355940842,15.2306820054591,30.4632355594063,38.2154725010535
RMER13A2,-1.58782483537305,7.12393157906949,-15.5742693330569,-13.5358596339794,-17.2455945675729
RLTR14,14.7005904542675,15.0046191687416,3.7100220243922,1.41318904392914,-10.2736069729418
L2c,5.48177657745701,10.4879795037439,0.171228005694374,-8.27422373651755,-15.5534060123092
RMER17D,-11.3021804529639,10.78208477364,-15.3255063747007,-2.67416370492024,2.14421695951789
ORR1B2,-4.72806073808587,-16.2883505788319,-6.84336024123326,-11.0876047015016,11.4318201179694
MMERVK10D3_I-int,-20.2639890923341,-34.3874670286639,-18.3717570173842,-14.2544646899313,-5.8632536810462
LTRIS_Mus,31.0046750330732,14.6019362576353,8.54969781837815,24.3090511925901,32.3052331540763
RLTR10D,6.80163016962347,-20.0909636516499,-7.19787432398265,-7.83448278822924,0.978018089638339
IAPLTR4,-19.4174238827984,-17.2568898357476,2.25233405209469,-5.08982912857459,1.20911122052607
MLT1F,5.15953545428333,5.30461903039689,-8.23949945624591,-13.5644051616519,-15.586653043659
RLTR26C_MM,2.4404310141265,6.38144355697865,-10.6973161012925,-11.5632031086543,-17.0886186797388
RMER12C,-2.62868748909278,-18.2514028622212,-15.5683607820863,-28.0342257242857,-25.3109979176177
RLTR17,10.6608884451691,17.7088994689429,25.7261840247498,35.6319831884229,29.8316580516951
MIRb,16.9092542527601,15.0852188851228,26.8485072210309,7.30650997424526,0.920471014811246
RLTR48B,1.86483901598684,6.23131618792287,21.8133064784234,22.4048001420573,21.1864019472475
MERVK26-int,7.00985074598827,3.28639339605618,-15.2686449508654,-11.0025434153719,-10.399962589587
RMER6BA,3.20285282355625,18.5370397260836,30.4796204600389,17.3270254672982,14.2596851792399
MLT1E1A,7.10462526992447,1.34599164361526,-5.74424705823939,-11.2652601846823,-17.4201076029156
