,id,M,A,stage,zscore,p.value,fdr
42,MURVY-int,0.718995126157323,12.282123947165,2cell,29.7900969431567,5.24913946395418e-195,5.42614532959915e-194
43,RMER17C2,0.577423415289592,12.6724964325653,2cell,27.3916612708079,3.44742779870099e-165,3.19246178442207e-164
44,RLTR9E,0.657579326271628,12.2814476759511,2cell,27.2390715319816,2.23910042606599e-163,2.03118395793129e-162
45,ERVB7_1-LTR_MM,0.934125406334127,11.2622453910263,2cell,27.1775139478926,1.19796256482011e-162,1.07574618194453e-161
46,ID4_,0.231117724339543,15.2050941896668,2cell,26.398396897285,1.42948659082923e-153,1.22193613389153e-152
47,RMER6B,0.700735145450297,11.9661808266156,2cell,26.0215007189479,2.82849025456823e-149,2.39478841553444e-148
48,RLTR26_Mus,0.580436673214346,12.4986783932554,2cell,25.9242679849357,3.54772007439124e-148,2.97539919446586e-147
49,ORR1A1,0.382563588495114,13.6840129999421,2cell,25.7730888706465,1.77668016790053e-146,1.44905382501245e-145
50,RMER19B,0.254128736560527,14.7469908177874,2cell,24.7574735507794,2.57589124350259e-135,2.06303361754397e-134
51,RMER17A2,0.422588948111064,13.2102306168553,2cell,24.1556861964786,6.50695434167323e-129,5.16489500870312e-128
52,ID,0.382685094374739,13.4147817748731,2cell,23.482833185952,6.1091512237115e-122,4.76406617357853e-121
53,RMER17B2,0.58517205795687,12.1620219964538,2cell,23.2566406536818,1.2186410639919e-119,9.42062526859822e-119
54,ERVB4_1-I_MM,0.635935163338701,11.8273136442697,2cell,22.5052934804237,3.68365869049946e-112,2.75190972760842e-111
55,RLTR31D_MM,0.352941495787899,13.370233689594,2cell,21.3256356607163,6.56556179202467e-101,4.70708422024995e-100
56,MT2B1,0.270883500645542,14.0011638829123,2cell,20.3716165774534,2.98654842941721e-92,2.07425121386867e-91
57,ORR1A4-int,0.373153696288394,12.9829277927657,2cell,19.7132247050775,1.66041218387551e-86,1.11826244807979e-85
58,RLTR44C,1.05554297080146,9.93971310004579,2cell,19.4177732598227,5.46068189030104e-84,3.59596014850194e-83
59,RLTR19,0.577545936352491,11.6407249968342,2cell,19.1587854899793,8.17587805254371e-82,5.30536904285501e-81
60,ERVB7_2B-LTR_MM,0.766414183852059,10.799221649164,2cell,18.9918323900039,1.99252923043563e-80,1.28359310569368e-79
61,L2b,0.19068915712528,14.757222885528,2cell,18.6432359812757,1.43303815323653e-77,9.03525473920052e-77
62,RMER6BA,0.648029876878423,11.2133593907218,2cell,18.5370397260836,1.03779122548244e-76,6.49715774263304e-76
63,RLTR44E,1.38495304180804,8.98125598519511,2cell,18.27636779143,1.27649131993511e-74,7.8262122994642e-74
64,RLTR6_Mm,0.9219523392515,10.1078215970177,2cell,17.9777974158058,2.9081798048905e-72,1.74687286928895e-71
65,MIR3,0.179814820949243,14.7968933759875,2cell,17.8238831220268,4.61209799099732e-71,2.71533451258054e-70
66,RLTR17,0.342431329857289,12.9214904417969,2cell,17.7088994689429,3.58003992909888e-70,2.08016699148294e-69
67,ERVB7_2-LTR_MM,0.822312867528077,10.388627657596,2cell,17.6739593862842,6.65571916579779e-70,3.84216515480145e-69
68,RLTR4_MM-int,0.443795836279293,12.1586185224588,2cell,17.6170912741426,1.82132009110509e-69,1.04461520064028e-68
69,RMER2,0.320154515223375,13.0441005627915,2cell,17.275942732703,7.13971846797349e-67,4.01722134052433e-66
70,RLTR33,0.339190048959204,12.6863222535111,2cell,16.1677257739176,8.51853227936584e-59,4.53471568644086e-58
71,RLTR9D,0.516232370500401,11.4694721981692,2cell,16.1378505889079,1.38273320720324e-58,7.3169632214505e-58
72,RLTR16B_MM,0.575371899955817,11.1480088684861,2cell,16.0900106897529,2.99785597615788e-58,1.56770233106139e-57
73,RLTR27,0.493836740830207,11.5719343211132,2cell,15.9959038634534,1.36463266361148e-57,7.05324673227096e-57
74,IAPLTR2a2_Mm,0.367804200012511,12.3904244517125,2cell,15.8222702194101,2.18470886626703e-56,1.12266253301236e-55
75,RLTR11B,0.474505185127898,11.6124038196373,2cell,15.5868658279605,8.94140217497477e-55,4.5683370882486e-54
76,RMER21A,0.566043915090684,11.1024231637779,2cell,15.5810067813764,9.79990176115264e-55,4.97835009466554e-54
77,RMER21B,0.465680348659155,11.6583170617512,2cell,15.5423883910704,1.79179252088984e-54,8.99945509079702e-54
78,ERVB4_2-LTR_MM,1.15892755213684,8.986602034117,2cell,15.3220125818297,5.45034065073777e-53,2.72210833623926e-52
79,RLTR51A_Mm,0.354657531423507,12.392204574614,2cell,15.2661429772648,1.28555371860621e-52,6.38467740693253e-52
80,MIRb,0.0914617003970078,16.2615350262659,2cell,15.0852188851228,2.02601638107557e-51,9.89631078448452e-51
81,RLTR14,0.322760420858913,12.6141915961085,2cell,15.0046191687416,6.84828775353545e-51,3.32684579939509e-50
82,MTB,0.170265131008469,14.437452648358,2cell,14.8975776670099,3.41746276016945e-50,1.6334002117154e-49
83,LTRIS_Mus,0.395346230940181,11.9506009287392,2cell,14.6019362576353,2.72980841075015e-48,1.29085089210473e-47
84,MMVL30-int,0.331182028513218,12.3592988374095,2cell,14.0939407414186,4.13810368737705e-45,1.91602821774906e-44
85,RLTR28,0.27967344486157,12.8341982979798,2cell,14.0321534422375,9.9096158664495e-45,4.56458471775835e-44
86,BGLII,0.279806015121284,12.8031166359353,2cell,13.8883215020335,7.45621918567772e-44,3.41679322477706e-43
87,MIRc,0.116425119873042,15.29842566484,2cell,13.7364107025126,6.14474257817742e-43,2.80137238564089e-42
88,MLTR14,0.173923377492939,14.1405944237414,2cell,13.7280858384212,6.89306554837032e-43,3.12649758801082e-42
89,RMER17D2,0.289277473950512,12.663086455599,2cell,13.67797093463,1.37475568522527e-42,6.14149650334304e-42
90,RLTR51B_Mm,0.489633203482682,11.0460472394128,2cell,13.216902336345,7.00915641856704e-40,3.08472280005252e-39
91,RMER13A,0.298838601537661,12.3746361235844,2cell,12.7853208661637,1.98043768339927e-37,8.5883370758144e-37
92,RLTR44B,0.792573841621499,9.44356269875022,2cell,12.2766894727994,1.20842634525853e-34,5.1648606775713e-34
93,RLTR5_Mm,0.593740831211307,10.2524434302966,2cell,12.1729059986493,4.33373863276893e-34,1.84339408829262e-33
94,RLTR11C_MM,0.402534912909228,11.3629077827427,2cell,12.1272328359355,7.57666022537112e-34,3.20745282874044e-33
95,BGLII_Mus,0.473505485309895,10.8420592544625,2cell,11.9090408151951,1.06191772736991e-32,4.45304179071628e-32
96,RLTR13B2,0.457634900347802,10.9052685591456,2cell,11.7648386522238,5.92394902769261e-32,2.47248388996184e-31
97,IAPEY4_LTR,1.03296744799018,8.55346035367542,2cell,11.7530355731268,6.81267393243792e-32,2.83012482520435e-31
98,RLTR4_Mm,0.659914040268758,9.81129672894038,2cell,11.6113080303955,3.61049752192337e-31,1.49289874278599e-30
99,RLTR19A,0.937057364612209,8.77357529874494,2cell,11.5069715015164,1.21676667051356e-30,4.98481829532976e-30
100,RLTR24,0.324175225111396,11.8229554065076,2cell,11.4550115861865,2.21933579482472e-30,9.05041064953751e-30
101,RMER12B,0.294972567046054,12.0749550603908,2cell,11.374609391939,5.59527942413754e-30,2.2610015491174e-29
102,RLTR53_Mm,0.480207795792303,10.621609949636,2cell,11.1891347455838,4.60909299379368e-29,1.83743662398322e-28
103,BGLII_B,0.319979766476146,11.7557001951479,2cell,11.0462040547028,2.28681134907824e-28,9.03544573035802e-28
104,RMER16A2,0.671644625288772,9.59530902146053,2cell,10.9653432218357,5.6087339435248e-28,2.20626746716529e-27
105,MMERGLN_LTR,0.479043119331615,10.5626373599243,2cell,10.9361582272889,7.74110954495741e-28,3.01835367783647e-27
106,MER21B,0.282741884115915,12.0721334989633,2cell,10.8923154288028,1.25410588782575e-27,4.84739188816127e-27
107,MIR,0.0705192233938573,16.0682547068282,2cell,10.8741025268698,1.5315557506733e-27,5.89416910107601e-27
108,RMER13A1,0.258642535094246,12.3184885372557,2cell,10.8522819295716,1.94507664299581e-27,7.45333248113481e-27
109,RLTR44A,0.675169579574112,9.54530433717064,2cell,10.8334987762321,2.38850839035678e-27,9.11323587565312e-27
110,RMER17D,0.291275482396723,11.9570170732394,2cell,10.78208477364,4.182963067331e-27,1.5824060284499e-26
111,RLTR26,0.459304368360605,10.6112886822691,2cell,10.6638546026878,1.50238725957264e-26,5.65941641423762e-26
112,RMER6C,0.146667281955727,13.8948839834869,2cell,10.6307420526562,2.14399713444055e-26,8.04225085450485e-26
113,RLTR16C_MM,0.495405213838745,10.3828113993965,2cell,10.6262941086079,2.24871367059131e-26,8.39960694603226e-26
114,MLTR31C_MM,0.648739509010279,9.5895633527775,2cell,10.5703211597388,4.09091269404221e-26,1.52168258786758e-25
115,RLTR44D,0.848086606149358,8.80468316816755,2cell,10.5273095803149,6.46560446190875e-26,2.39496765276537e-25
116,L2c,0.118083991286306,14.4806487554392,2cell,10.4879795037439,9.81038040055333e-26,3.6188498655983e-25
117,RLTR1B-int,0.259023526981592,12.1898131904435,2cell,10.3940983373589,2.63769811583029e-25,9.68972572302946e-25
118,ERVB4_1B-LTR_MM,0.333523298469664,11.4581835772665,2cell,10.3854955952485,2.88666160083448e-25,1.05606673380323e-24
119,RLTR18B,0.308664313373021,11.6282034084678,2cell,10.1948960123618,2.08968041851187e-24,7.49083020990746e-24
120,MIR1_Amn,0.181887242676391,13.1285708746887,2cell,10.1066064974315,5.16421317894765e-24,1.81461878106105e-23
121,RLTR31_Mur,0.477915941747717,10.2892208988557,2cell,9.92395667165316,3.27509846887379e-23,1.13290371160654e-22
122,L2a,0.0758881965789276,15.5939962618115,2cell,9.9223336170973,3.32880752383997e-23,1.147019336703e-22
123,RLTR34D_MM,0.416468651232175,10.6283859504649,2cell,9.72679146255658,2.3178884299296e-22,7.95599542165025e-22
124,LTRIS_Mm,0.33148874551673,11.2697195226689,2cell,9.66937657096838,4.06848877429248e-22,1.38578027599464e-21
125,RLTR19B,0.589665825447246,9.59922851594329,2cell,9.64003512155574,5.41694394302389e-22,1.83803937608711e-21
126,ID2,0.180146848666815,12.9964978243128,2cell,9.56181045011722,1.15714471164351e-21,3.89659715398137e-21
127,RLTR48A,0.330491953526289,11.204418300193,2cell,9.42454242084371,4.31984962974217e-21,1.4437392183612e-20
128,LTR33,0.262682154792652,11.8497012905501,2cell,9.36856043201105,7.35285060568884e-21,2.43906126434977e-20
129,MLT1F1,0.255298780160175,11.9233114185886,2cell,9.34056385413998,9.5822443538586e-21,3.16677146118227e-20
130,RLTR31B2,0.270622480667213,11.6457697288305,2cell,8.99300372684015,2.40564090800273e-19,7.77678097168883e-19
131,MLTR31F_MM,0.410396921579798,10.4125880960626,2cell,8.89421395196972,5.88342489546123e-19,1.89505968553081e-18
132,RLTR31B_Mm,0.428033781434376,10.2225842301954,2cell,8.6852195275966,3.7801163500796e-18,1.20018694115027e-17
133,LTR41,0.438461956094245,10.1327640308578,2cell,8.62411226440997,6.45917324653687e-18,2.04348932959832e-17
134,RLTR45,0.207793708900804,12.2774729729606,2cell,8.59563775960289,8.28036217477108e-18,2.61036949410336e-17
135,RLTR49,0.275170195248691,11.4405891015315,2cell,8.51635474224304,1.64653951066337e-17,5.15413248232301e-17
136,RMER16,0.378790300239611,10.4877364818099,2cell,8.42586079069776,3.58107737549579e-17,1.11704483747921e-16
137,RMER4A,0.177035410654307,12.5994942788144,2cell,8.18826357221846,2.65021933839041e-16,8.18071177718427e-16
138,RLTR31C_MM,0.331461848501261,10.7840504272152,2cell,8.17058463162088,3.06898564541298e-16,9.44058214108005e-16
139,RLTR9F,0.364767475378376,10.4528727123512,2cell,8.0164769861227,1.08821304471894e-15,3.31308697518882e-15
140,MTB-int,0.240329971205844,11.6340588799878,2cell,7.954004377353,1.80577742677137e-15,5.47896290921416e-15
141,RLTR12D,0.296039103019227,10.9623497203767,2cell,7.7626238714762,8.31900533052032e-15,2.481743536521e-14
142,RLTR46A2,1.07227189723813,7.2448299179953,2cell,7.75169682233246,9.0672667264651e-15,2.69591977251755e-14
143,ERVB7_4-LTR_MM,0.514904921501177,9.31287760529181,2cell,7.62250452470121,2.48800396995248e-14,7.32395870625085e-14
144,RLTR41A2,0.320738139529023,10.6733012309305,2cell,7.60849920826513,2.772969545346e-14,8.13587434261581e-14
145,RLTR30D2_MM,0.272306600208597,11.1186003113255,2cell,7.53769915089747,4.78335810139925e-14,1.38967495168102e-13
146,RLTR19C,0.479129396830781,9.48359623952745,2cell,7.5252385091528,5.2624172470847e-14,1.52387261650108e-13
147,RLTR12E,0.2747910592322,11.0175846334909,2cell,7.34474641758801,2.06149563726482e-13,5.91183748880136e-13
148,RLTR10D2,0.440139991245066,9.65766103404526,2cell,7.34275259200236,2.09245112915058e-13,5.98131528557836e-13
149,RMER20C_Mm,0.1714776466642,12.3738409173189,2cell,7.33436840353128,2.22769534847154e-13,6.34750373330514e-13
150,IAPLTR3,0.385391271813268,10.037306595574,2cell,7.33357273535964,2.24096767349678e-13,6.36492096402119e-13
151,RMER13A2,0.150193723990648,12.6721243480268,2cell,7.12393157906949,1.04891128334836e-12,2.95089281929332e-12
152,MTB_Mm,0.0970878500891976,13.9031284309358,2cell,7.05727961187995,1.69793751897646e-12,4.73186976291559e-12
153,RMER16B2,0.391103223739569,9.87168419088497,2cell,7.0270802898258,2.1090002149413e-12,5.84081367938571e-12
154,MTA_Mm,0.0497104510957659,15.7797795505987,2cell,6.93335452641822,4.10976514563387e-12,1.13465255107718e-11
155,MLT1G3,0.221435345100298,11.444246776011,2cell,6.86198754975735,6.79089836935068e-12,1.84621059643815e-11
156,RLTR19-int,0.15034535070386,12.5121999520406,2cell,6.74648564605945,1.51469044006527e-11,4.06815649914812e-11
157,RLTR23,0.166458401652412,12.1963553672159,2cell,6.69481089213202,2.1595071205981e-11,5.78253563316782e-11
158,RLTR34C_MM,0.292648678384733,10.5567470958507,2cell,6.66730140638845,2.60549663398379e-11,6.95581533817294e-11
159,ERVB7_3-LTR_MM,0.363192919828676,9.92489495745744,2cell,6.64707213442894,2.98980527283962e-11,7.95789487291743e-11
160,RLTR11D,0.273778225652466,10.7385757547531,2cell,6.64313569277273,3.07078887612965e-11,8.14904868919181e-11
161,RLTR34B_MM,0.267918068302045,10.7976797391706,2cell,6.63549356028017,3.23418489735368e-11,8.55711420758161e-11
162,RLTR30,0.315241957637122,10.3274980350164,2cell,6.63344449229704,3.27942335747809e-11,8.65106042966772e-11
163,LTR41B,0.451255991704973,9.28175269614582,2cell,6.6085880206157,3.8800281912398e-11,1.02051629053615e-10
164,RLTR50B,0.281247021186072,10.6327866357796,2cell,6.5786632301586,4.74696559152745e-11,1.2448532185451e-10
165,RLTR18,0.240044928078135,11.0553917033815,2cell,6.50066855210749,7.99638386148887e-11,2.09081919201871e-10
166,RLTR3_Mm,0.849098338103663,7.37728719166268,2cell,6.42668258579845,1.30418749550453e-10,3.4000665205382e-10
167,RLTR26C_MM,0.26422263570025,10.7251213418762,2cell,6.38144355697865,1.75426380571876e-10,4.54676537400576e-10
168,RLTR41,0.186328434440239,11.7108572142868,2cell,6.33313427246173,2.40230324529859e-10,6.20827786357688e-10
169,RMER16C,0.444459293560269,9.17814860529705,2cell,6.27947204988728,3.39724660258694e-10,8.72876366965258e-10
170,RLTR48B,0.584563578781192,8.3653412037384,2cell,6.23131618792287,4.62532482296724e-10,1.17819878728306e-09
171,RLTR41B,0.632992294797309,8.11979926462456,2cell,6.19709296627394,5.75155326099925e-10,1.45259399120123e-09
172,MTA_Mm-int,0.071588741521619,14.3825047749041,2cell,6.14543848445244,7.97429140785562e-10,2.00258335072984e-09
173,MER50-int,2.48149512965493,4.09983617241818,2cell,6.03163040633798,1.6231366518709e-09,4.04192852524714e-09
174,RMER17A,0.114785683600192,12.9490453855516,2cell,5.99315178514492,2.05812586292288e-09,5.11082092776102e-09
175,ORR1B2-int,0.176699934578322,11.6960541383581,2cell,5.97513054547771,2.29906004112964e-09,5.69321553360515e-09
176,RLTR9B,0.371133249362095,9.53946368676534,2cell,5.94301175775535,2.79832354459936e-09,6.91030453096898e-09
177,LTR33A_,0.289544953050789,10.2478962910089,2cell,5.92691756057306,3.08673838100185e-09,7.58041552682499e-09
178,ORR1C2,0.0623218827832735,14.5882524008742,2cell,5.74594539020065,9.14088069550231e-09,2.2263679283018e-08
179,RLTR42-int,0.126209468813789,12.5234312764192,2cell,5.68552589978319,1.30410717700427e-08,3.1589953143237e-08
180,RLTR16,0.14946878735424,11.9878293644546,2cell,5.59227094547919,2.24118715595828e-08,5.41417223273616e-08
181,RLTR28B,0.274083103635081,10.2342419219541,2cell,5.58392796752841,2.35146130256422e-08,5.66517370726175e-08
182,MLT1N2,0.245077598137731,10.5329512770539,2cell,5.53764579407318,3.06564470296792e-08,7.36583281334726e-08
183,MLT1K,0.112298076480742,12.7276880694924,2cell,5.43008888490171,5.63259912474824e-08,1.33530149917365e-07
184,MLTR31FA_MM,0.21423378033221,10.8640175439015,2cell,5.4293164592595,5.65702968981103e-08,1.33752643463883e-07
185,MLTR12,0.272945606014407,10.1314975966283,2cell,5.36621366382873,8.04066848233615e-08,1.88605653846882e-07
186,MLT1F,0.139224044682502,12.0403172066902,2cell,5.30461903039689,1.12908549420581e-07,2.64146580091833e-07
187,RLTR31A_Mm,0.351399084262612,9.3565220567476,2cell,5.28129812906503,1.28271765071757e-07,2.98517275258618e-07
188,LTR65,0.450398851496312,8.63441718467188,2cell,5.27043185041158,1.36103153539279e-07,3.15915674925376e-07
189,LTR31,0.4036625022262,8.91923881565551,2cell,5.21360884470621,1.85201778785968e-07,4.27647743742144e-07
190,MERVL_2A-int,0.0736192251103566,13.8189190448981,2cell,5.19729129986324,2.02213360348847e-07,4.6571937137338e-07
191,RMER17A-int,0.254346031725205,10.2370148483158,2cell,5.18680485393957,2.13932695774565e-07,4.90245853014353e-07
192,RLTR46,0.762740633008638,7.05328147022244,2cell,5.15985582001145,2.47140095260621e-07,5.63352678683826e-07
193,MLT1O,0.241566495482384,10.3411475575563,2cell,5.10724164632971,3.26895593333682e-07,7.41352506310315e-07
194,RLTR9D2,0.319958049715871,9.52999169987792,2cell,5.10674325491686,3.27758597274449e-07,7.41418302740421e-07
195,LTR16,0.189809371645507,11.020051865639,2cell,5.07765586147593,3.82120010549066e-07,8.60011871843341e-07
196,RLTR8,0.300735005410859,9.66690088105882,2cell,5.03318453794149,4.82398345778222e-07,1.08295992271929e-06
197,RLTR19A2,0.568705261127892,7.8176465011013,2cell,5.01415315231254,5.32675465868419e-07,1.19281735304036e-06
198,RLTR46B,0.542898526096896,7.94559518390173,2cell,5.00365655266467,5.62529418305784e-07,1.25650415294935e-06
199,RLTR20A,0.311843250913542,9.53118647537647,2cell,4.97928714973955,6.38188964632673e-07,1.41837497389612e-06
200,RLTR13C2,0.136286400974988,11.9172582376467,2cell,4.9758303042747,6.49685457962403e-07,1.44032511752762e-06
201,RLTR26B_MM,0.195643224983224,10.8627875600623,2cell,4.95606353544188,7.19357014375746e-07,1.59081688004985e-06
202,MER31A,0.196950262501115,10.8381754832991,2cell,4.94679257414892,7.54462963465587e-07,1.66431159930746e-06
203,L2,0.0423085822141454,15.2591430669444,2cell,4.92410877278814,8.4745690489811e-07,1.86482472389708e-06
204,RLTR31M,0.269858181379202,9.90282392230226,2cell,4.90124468582335,9.52313552287444e-07,2.08523829552595e-06
205,RLTR35B_MM,0.221976510208641,10.4344489470423,2cell,4.84731414887259,1.25144176404814e-06,2.72679345156567e-06
206,RLTR9A,0.179232000034951,11.0067134777714,2cell,4.77258063690331,1.81880250042112e-06,3.93410078558242e-06
207,RLTR12H,0.352698585316747,9.05012583873339,2cell,4.76677706388382,1.87196245218402e-06,4.03925878638736e-06
208,MLT1L,0.137522724565992,11.7590999518744,2cell,4.75309875781735,2.00322436350527e-06,4.31202532483337e-06
209,RMER16_Mm,0.216824107481832,10.3910287908193,2cell,4.66407763632293,3.10004336788685e-06,6.62485229339282e-06
210,RLTR30B_MM,0.25337550786662,9.89863285911366,2cell,4.59520162354144,4.32331026416006e-06,9.1728468373229e-06
211,RLTR41C,0.363893313333072,8.78466080871985,2cell,4.4857753087729,7.26492710032297e-06,1.52683692486693e-05
212,RLTR48C,0.325035907824083,9.10399807534983,2cell,4.47570361393576,7.61600768143655e-06,1.59684689358422e-05
213,RMER20A,0.114110007453275,12.1194368293302,2cell,4.46864250965408,7.87175609027081e-06,1.64658615629429e-05
214,MER92D,0.710344290457897,6.83852945785597,2cell,4.46072991444499,8.16809771626585e-06,1.70456311496722e-05
215,RLTR12BD_Mm,0.147547453908957,11.3152008923692,2cell,4.37228146273226,1.22954868951738e-05,2.54202043018826e-05
216,MER67B,0.333090744323899,8.91664271779224,2cell,4.29825164688435,1.72150649129023e-05,3.51013594210324e-05
217,RLTR1F_Mm,0.374201801187637,8.55393035016432,2cell,4.25833703559285,2.0595327702647e-05,4.1897588850465e-05
218,MLT1G1,0.140034327114323,11.3757133918512,2cell,4.23760455909132,2.25917218255042e-05,4.58539742074731e-05
219,RLTR53B_Mm,0.372986422282219,8.52096857923228,2cell,4.19629318878276,2.71318979882558e-05,5.48187666171805e-05
220,LTR33C,0.297244062101837,9.16018874591564,2cell,4.17350561278715,2.99948267947336e-05,6.04657619512884e-05
221,LTR50,0.202590101670165,10.2632496195683,2cell,4.16909885660889,3.05806336676108e-05,6.12301426362747e-05
222,FAM,0.666130828086763,6.81575906590088,2cell,4.1502022128415,3.32181679887498e-05,6.6212895385647e-05
223,RLTR26D_MM,0.220290744089135,10.0006504889672,2cell,4.13897045032996,3.4886787646941e-05,6.93833427698669e-05
224,RLTR13D6,0.105267009795154,12.0494279189809,2cell,4.0234990356439,5.73398190513121e-05,0.000113026827353917
225,ERV3-16A3_I-int,0.13628513385783,11.2836136597009,2cell,3.9945675771319,6.48124341793771e-05,0.000126912453712481
226,BGLII_A,0.233902961977892,9.71037693478198,2cell,3.9740994372657,7.0646046049132e-05,0.000138031505357535
227,MRLTR33,0.171010809257438,10.5949979170047,2cell,3.94807102895539,7.87834321682692e-05,0.000153593138591209
228,MLT1H2,0.141093479670676,11.1333007779555,2cell,3.92555012303485,8.6531748479332e-05,0.000167596349451255
229,RLTR20B3A_MM,0.159230319460501,10.7839652759837,2cell,3.92493558188072,8.67529500402388e-05,0.000167659505621244
230,RLTR20D,0.148959560153936,10.9705248781048,2cell,3.9170443017325,8.96412801879171e-05,0.00017286572253158
231,RMER6D,0.083471603882927,12.5868881212775,2cell,3.84390174147001,0.000121093506226118,0.000229535452100253
232,RMER19A,0.0704016892573416,13.0682713755779,2cell,3.83093885212609,0.000127655230186248,0.000241458509862924
233,LTR81A,0.365959963840287,8.28040523436397,2cell,3.78788876767738,0.000151932837082608,0.000284354299297766
234,RLTR47_MM,0.560068390231024,7.05143894681851,2cell,3.78638190514338,0.000152856690238359,0.000285482347945171
235,RLTR30E_MM,0.190206878417775,10.1533279173894,2cell,3.76794101436791,0.000164599581732024,0.000305488576533966
236,RLTR50A,0.403980671391382,7.97433190390478,2cell,3.76057964802297,0.000169520087391821,0.000313965328523601
237,L1ME4b,0.114428056661286,11.5943582543303,2cell,3.73537061636953,0.000187438931526906,0.000346430790285695
238,RMER4B,0.0554025338084988,13.6807504772415,2cell,3.72821545232802,0.000192840482957095,0.000355674666698874
239,RMER17C-int,0.0837635811831442,12.4757885230629,2cell,3.71159331634308,0.000205958710743026,0.000379083424121221
240,BGLII_Mur,0.145070694137121,10.8781934605004,2cell,3.69462898284266,0.000220208090521139,0.000403639159738747
241,LTR16C,0.110117008004431,11.6711344730118,2cell,3.69159334491301,0.000222853577968081,0.000407647800028032
242,LTR41C,0.278115814771907,8.91313768710275,2cell,3.58449008024939,0.00033773739989322,0.000614005211666815
243,RLTR45-int,0.0794070405678075,12.4355202721095,2cell,3.46977285255998,0.000520898687334507,0.000929877375583086
244,MLTR18_MM,0.154546971991996,10.505521471121,2cell,3.45902006261836,0.000542144520113356,0.000965864686133815
245,MER110-int,0.66304219639515,6.28847833235305,2cell,3.4410165724169,0.000579533036381779,0.0010304097386868
246,MLT1F2,0.0757602152423304,12.5185080898656,2cell,3.40705085760221,0.000656688896070528,0.0011606290827171
